fiscal_year,month,period_start,district_id,district_name,malaria_microscopy_tests,malaria_microscopy_positive_records,malaria_microscopy_positivity,malaria_rdt_positive_records,malaria_positive_records,malaria_tests,malaria_test_positivity,dengue_positive_records,childhood_diarrhoea_records,source_url,resource_url,source_sha256,metric_scope
2012-13,4,2012-04-01,OD-DIST-angul,Angul,10146,593,0.058446678493987776,,593,10146,0.058446678493987776,,1462,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-balangir,Balangir,9576,197,0.020572263993316624,,197,9576,0.020572263993316624,,1145,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-balasore,Balasore,6416,69,0.010754364089775561,,69,6416,0.010754364089775561,,662,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-bargarh,Bargarh,7061,38,0.005381673983854978,,38,7061,0.005381673983854978,,515,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-bhadrak,Bhadrak,12488,21,0.0016816143497757848,,21,12488,0.0016816143497757848,,338,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-boudh,Boudh,740,40,0.05405405405405406,,40,740,0.05405405405405406,,64,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-cuttack,Cuttack,10348,43,0.00415539234634712,,43,10348,0.00415539234634712,,698,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-deogarh,Deogarh,3678,197,0.05356171832517673,,197,3678,0.05356171832517673,,178,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-dhenkanal,Dhenkanal,9884,289,0.0292391744233104,,289,9884,0.0292391744233104,,731,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-gajapati,Gajapati,4548,481,0.10576077396657872,,481,4548,0.10576077396657872,,646,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-ganjam,Ganjam,13591,271,0.01993966595541167,,271,13591,0.01993966595541167,,367,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-jagatsinghpur,Jagatsinghpur,4788,5,0.0010442773600668337,,5,4788,0.0010442773600668337,,604,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-jajpur,Jajpur,7644,80,0.010465724751439037,,80,7644,0.010465724751439037,,422,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-jharsuguda,Jharsuguda,887,30,0.033821871476888386,,30,887,0.033821871476888386,,213,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-kalahandi,Kalahandi,8862,796,0.08982171067479125,,796,8862,0.08982171067479125,,909,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-kandhamal,Kandhamal,9854,1012,0.10269941140653542,,1012,9854,0.10269941140653542,,861,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-kendrapara,Kendrapara,6758,13,0.0019236460491269607,,13,6758,0.0019236460491269607,,80,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-keonjhar,Keonjhar,9192,643,0.06995213228894691,,643,9192,0.06995213228894691,,854,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-khordha,Khordha,4039,9,0.0022282743253280515,,9,4039,0.0022282743253280515,,863,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-koraput,Koraput,7648,1273,0.16644874476987448,,1273,7648,0.16644874476987448,,1099,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-malkangiri,Malkangiri,2847,514,0.18054092026694765,,514,2847,0.18054092026694765,,652,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-mayurbhanj,Mayurbhanj,10724,290,0.027042148452070123,,290,10724,0.027042148452070123,,2269,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-nabarangpur,Nabarangpur,3576,385,0.10766219239373602,,385,3576,0.10766219239373602,,573,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-nayagarh,Nayagarh,1646,75,0.04556500607533415,,75,1646,0.04556500607533415,,516,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-nuapada,Nuapada,3424,364,0.10630841121495327,,364,3424,0.10630841121495327,,805,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-puri,Puri,1552,,,,,1552,,,324,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-rayagada,Rayagada,11213,1911,0.17042718273432622,,1911,11213,0.17042718273432622,,449,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-sambalpur,Sambalpur,2421,328,0.13548120611317638,,328,2421,0.13548120611317638,,522,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-subarnapur,Subarnapur,2533,26,0.010264508487958943,,26,2533,0.010264508487958943,,434,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,4,2012-04-01,OD-DIST-sundargarh,Sundargarh,9084,468,0.05151915455746367,,468,9084,0.05151915455746367,,1183,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Apr.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-april-2012-13,bd14d20c2747c57b1d0a1d7fe474be54ba1d111b00de90d711329260c7195997,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-angul,Angul,8341,315,0.03776525596451265,,315,8341,0.03776525596451265,,920,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-balangir,Balangir,6891,110,0.015962850094325933,,110,6891,0.015962850094325933,,1251,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-balasore,Balasore,7536,45,0.005971337579617835,,45,7536,0.005971337579617835,,795,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-bargarh,Bargarh,5167,19,0.0036771821172827557,,19,5167,0.0036771821172827557,,564,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-bhadrak,Bhadrak,9625,20,0.002077922077922078,,20,9625,0.002077922077922078,,399,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-boudh,Boudh,728,64,0.08791208791208792,,64,728,0.08791208791208792,,188,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-cuttack,Cuttack,10179,44,0.004322625012280185,,44,10179,0.004322625012280185,,648,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-deogarh,Deogarh,2851,204,0.0715538407576289,,204,2851,0.0715538407576289,,264,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-dhenkanal,Dhenkanal,7160,214,0.02988826815642458,,214,7160,0.02988826815642458,,981,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-gajapati,Gajapati,5817,625,0.10744369950146124,,625,5817,0.10744369950146124,,559,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-ganjam,Ganjam,12930,339,0.026218097447795824,,339,12930,0.026218097447795824,,576,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-jagatsinghpur,Jagatsinghpur,5085,8,0.0015732546705998034,,8,5085,0.0015732546705998034,,815,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-jajpur,Jajpur,6980,65,0.009312320916905445,,65,6980,0.009312320916905445,,229,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-jharsuguda,Jharsuguda,933,7,0.007502679528403001,,7,933,0.007502679528403001,,268,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-kalahandi,Kalahandi,8654,719,0.08308296741391265,,719,8654,0.08308296741391265,,895,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-kandhamal,Kandhamal,10158,1021,0.10051191179366017,,1021,10158,0.10051191179366017,,847,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-kendrapara,Kendrapara,7856,17,0.002163951120162933,,17,7856,0.002163951120162933,,213,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-keonjhar,Keonjhar,9407,697,0.07409375996598278,,697,9407,0.07409375996598278,,851,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-khordha,Khordha,5264,13,0.0024696048632218844,,13,5264,0.0024696048632218844,,1170,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-koraput,Koraput,6934,1055,0.152148831843092,,1055,6934,0.152148831843092,,998,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-malkangiri,Malkangiri,3146,420,0.13350286077558804,,420,3146,0.13350286077558804,,756,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-mayurbhanj,Mayurbhanj,12319,423,0.034337202695023945,,423,12319,0.034337202695023945,,2141,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-nabarangpur,Nabarangpur,3520,563,0.15994318181818182,,563,3520,0.15994318181818182,,774,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-nayagarh,Nayagarh,1430,36,0.025174825174825177,,36,1430,0.025174825174825177,,532,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-nuapada,Nuapada,3551,266,0.07490847648549705,,266,3551,0.07490847648549705,,867,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-puri,Puri,1403,,,,,1403,,,253,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-rayagada,Rayagada,15653,2677,0.17102152941928064,,2677,15653,0.17102152941928064,,543,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-sambalpur,Sambalpur,4079,395,0.09683746016180436,,395,4079,0.09683746016180436,,536,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-subarnapur,Subarnapur,3167,32,0.010104199557941269,,32,3167,0.010104199557941269,,455,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,5,2012-05-01,OD-DIST-sundargarh,Sundargarh,10461,441,0.04215658158875824,,441,10461,0.04215658158875824,,1731,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-May.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-may-2012-13,cded25f3aeec2824a010dce0577b7d03b0a191bac62ebdb34571648ebedfe7dc,facility_reported_test_and_service_records
2012-13,6,2012-06-01,OD-DIST-angul,Angul,6953,2201,0.3165540054652668,,2201,6953,0.3165540054652668,,521,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Jun.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-june-2012-13,7e5f4632d719e33d54e88201f717593bddf3df67edb9089fa8850b8ec9b1ae1b,facility_reported_test_and_service_records
2012-13,6,2012-06-01,OD-DIST-balangir,Balangir,8017,144,0.0179618311088936,,144,8017,0.0179618311088936,,1315,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Jun.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-june-2012-13,7e5f4632d719e33d54e88201f717593bddf3df67edb9089fa8850b8ec9b1ae1b,facility_reported_test_and_service_records
2012-13,6,2012-06-01,OD-DIST-balasore,Balasore,6822,29,0.0042509527997654645,,29,6822,0.0042509527997654645,,851,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Jun.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-june-2012-13,7e5f4632d719e33d54e88201f717593bddf3df67edb9089fa8850b8ec9b1ae1b,facility_reported_test_and_service_records
2012-13,6,2012-06-01,OD-DIST-bargarh,Bargarh,6786,10,0.0014736221632773356,,10,6786,0.0014736221632773356,,768,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Jun.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-june-2012-13,7e5f4632d719e33d54e88201f717593bddf3df67edb9089fa8850b8ec9b1ae1b,facility_reported_test_and_service_records
2012-13,6,2012-06-01,OD-DIST-bhadrak,Bhadrak,11062,20,0.0018079913216416561,,20,11062,0.0018079913216416561,,390,https://www.data.gov.in/sites/default/files/dataurl21122020/hmis-item-2012-13-mn-od-for-Jun.csv,https://www.data.gov.in/resource/item-wise-hmis-report-district-level-odisha-june-2012-13,7e5f4632d719e33d54e88201f717593bddf3df67edb9089fa8850b8ec9b1ae1b,facility_reported_test_and_service_records
