year,district_id,district_name,population_thousands,total_cases,api,aber,spr,pf_percent,deaths,source_url,source_sha256,metric_scope
2013,OD-DIST-deogarh,Deogarh,318.0,5308,16.68,21.61,7.72,86.51,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-dhenkanal,Dhenkanal,1203.0,2860,2.38,14.59,1.63,74.41,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-gajapati,Gajapati,595.0,5594,9.4,16.9,5.56,94.24,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-ganjam,Ganjam,3700.0,5635,1.52,9.75,1.56,87.76,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-jagatsinghpur,Jagatsinghpur,1191.0,274,0.23,10.49,0.22,55.47,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-jajpur,Jajpur,1931.0,676,0.35,8.43,0.42,63.02,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-jharsuguda,Jharsuguda,566.0,624,1.1,7.91,1.39,75.48,3,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-kalahandi,Kalahandi,1606.0,20120,12.53,17.85,7.02,92.21,12,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-kandhamal,Kandhamal,796.0,18395,23.11,24.72,9.35,96.73,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-kendrapara,Kendrapara,1474.0,109,0.07,9.86,0.07,2.75,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-keonjhar,Keonjhar,1880.0,17134,9.11,16.71,5.45,95.48,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-khordha,Khordha,2258.0,693,0.31,4.87,0.63,57.72,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-koraput,Koraput,1423.0,25000,17.57,14.33,12.25,96.0,5,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-malkangiri,Malkangiri,629.0,11658,18.54,21.27,8.72,94.84,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-mayurbhanj,Mayurbhanj,2549.0,7793,3.06,12.73,2.4,93.52,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-nabarangpur,Nabarangpur,1246.0,13515,10.85,12.05,9.0,94.42,3,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-nayagarh,Nayagarh,976.0,1458,1.49,9.45,1.58,92.46,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-nuapada,Nuapada,673.0,6588,9.79,15.58,6.28,78.61,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-puri,Puri,1742.0,105,0.06,8.84,0.07,45.71,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-rayagada,Rayagada,1012.0,31514,31.15,23.99,12.98,97.85,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-sambalpur,Sambalpur,967.0,11846,12.25,13.57,9.03,83.94,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-subarnapur,Subarnapur,589.0,1130,1.92,12.44,1.54,66.55,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2013,OD-DIST-sundargarh,Sundargarh,2177.0,18155,8.34,14.94,5.58,91.05,10,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2013.pdf,98a6ba7e419df6ef8a9f72a3988cdc90224ab7cd3ec134762fe4100b5bdbea8a,official_annual_malaria_report
2014,OD-DIST-angul,Angul,1268.0,27600,21.77,19.08,11.41,77.75,7,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-balangir,Balangir,1777.0,11492,6.47,17.34,3.73,65.2,7,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-balasore,Balasore,2358.0,800,0.34,7.1,0.48,75.63,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-bargarh,Bargarh,1502.0,2135,1.42,12.44,1.14,60.98,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-bhadrak,Bhadrak,1570.0,324,0.21,8.33,0.25,58.33,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-boudh,Boudh,455.0,6835,15.02,14.15,10.61,80.15,3,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-cuttack,Cuttack,2736.0,1466,0.54,9.2,0.58,71.49,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-deogarh,Deogarh,318.0,5002,15.73,23.43,6.71,72.15,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-dhenkanal,Dhenkanal,1231.0,5200,4.22,15.91,2.66,66.69,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-gajapati,Gajapati,609.0,8979,14.74,19.73,7.47,89.29,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-ganjam,Ganjam,3700.0,17492,4.73,10.56,4.48,84.56,3,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-jagatsinghpur,Jagatsinghpur,1191.0,295,0.25,12.29,0.2,54.24,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-jajpur,Jajpur,1936.0,894,0.46,10.29,0.45,72.15,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-jharsuguda,Jharsuguda,566.0,1437,2.54,10.38,2.45,60.89,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-kalahandi,Kalahandi,1543.0,29533,19.14,20.38,9.39,90.43,6,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-kandhamal,Kandhamal,787.0,30823,39.17,29.33,13.35,94.12,7,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-kendrapara,Kendrapara,1474.0,181,0.12,11.23,0.11,28.73,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-keonjhar,Keonjhar,1916.0,27822,14.52,18.48,7.86,92.32,4,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-khordha,Khordha,2346.0,991,0.42,10.49,0.4,58.53,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-koraput,Koraput,1439.0,37247,25.88,19.74,13.11,93.62,4,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-malkangiri,Malkangiri,641.0,18687,29.15,32.69,8.92,92.93,10,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-mayurbhanj,Mayurbhanj,2693.0,31563,11.72,17.41,6.73,90.3,3,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-nabarangpur,Nabarangpur,1213.0,20310,16.74,13.28,12.6,91.15,5,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-nayagarh,Nayagarh,990.0,7192,7.26,12.12,5.99,82.91,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-nuapada,Nuapada,699.0,7060,10.1,16.64,6.07,79.67,6,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-puri,Puri,1751.0,170,0.1,12.77,0.08,30.0,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-rayagada,Rayagada,1039.0,41745,40.18,27.94,14.38,96.58,5,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-sambalpur,Sambalpur,990.0,20483,20.69,17.84,11.6,73.91,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-subarnapur,Subarnapur,561.0,3202,5.71,16.5,3.46,60.99,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2014,OD-DIST-sundargarh,Sundargarh,2202.0,28075,12.75,16.42,7.76,81.24,10,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2014.pdf,119bb6380dcbbbf7a69369339b7bb113102887ee752a14083c00dd0235228da2,official_annual_malaria_report
2015,OD-DIST-angul,Angul,1339.0,29853,22.29,19.59,11.38,71.59,7,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-balangir,Balangir,1791.0,8841,4.94,15.76,3.13,61.14,6,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-balasore,Balasore,2358.0,633,0.27,7.82,0.34,70.62,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-bargarh,Bargarh,1502.0,3069,2.04,13.6,1.5,62.04,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-bhadrak,Bhadrak,1580.0,371,0.23,11.25,0.21,57.41,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-boudh,Boudh,460.0,5831,12.68,12.03,10.54,73.71,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-cuttack,Cuttack,2764.0,2026,0.73,9.67,0.76,64.07,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-deogarh,Deogarh,318.0,4555,14.32,18.93,7.57,67.62,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-dhenkanal,Dhenkanal,1256.0,4542,3.62,14.51,2.49,55.35,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-gajapati,Gajapati,628.0,11467,18.26,18.18,10.05,89.53,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-ganjam,Ganjam,3700.0,15350,4.15,10.84,3.83,79.56,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-jagatsinghpur,Jagatsinghpur,1191.0,262,0.22,12.51,0.18,56.87,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-jajpur,Jajpur,1936.0,842,0.43,10.42,0.42,73.28,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-jharsuguda,Jharsuguda,574.0,1504,2.62,10.57,2.48,61.84,3,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-kalahandi,Kalahandi,1565.0,31739,20.28,20.43,9.93,88.93,5,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-kandhamal,Kandhamal,787.0,37368,47.48,31.23,15.21,87.02,5,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-kendrapara,Kendrapara,1500.0,166,0.11,11.86,0.09,39.16,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-keonjhar,Keonjhar,1926.0,28158,14.62,17.46,8.37,88.47,3,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-khordha,Khordha,2258.0,1396,0.62,11.94,0.52,60.96,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-koraput,Koraput,1456.0,35712,24.53,21.19,11.57,94.51,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-malkangiri,Malkangiri,662.0,29610,44.73,37.03,12.08,92.14,9,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-mayurbhanj,Mayurbhanj,2715.0,29764,10.96,17.72,6.19,81.41,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-nabarangpur,Nabarangpur,1285.0,21932,17.07,12.81,13.32,90.14,4,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-nayagarh,Nayagarh,1000.0,9277,9.28,15.97,5.81,74.32,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-nuapada,Nuapada,688.0,5974,8.68,19.89,4.37,80.82,5,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-puri,Puri,1771.0,205,0.12,12.11,0.1,34.63,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-rayagada,Rayagada,1053.0,68791,65.33,32.5,20.1,96.29,10,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-sambalpur,Sambalpur,966.0,16885,17.48,15.73,11.11,66.75,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-subarnapur,Subarnapur,600.0,3530,5.88,16.55,3.56,65.52,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2015,OD-DIST-sundargarh,Sundargarh,2202.0,27197,12.35,16.01,7.71,79.44,10,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2015.pdf,8beb7b6d7a4a4177142e3162994f80e5d9730813e3f7e3f7a6d012cd47b069c5,official_annual_malaria_report
2016,OD-DIST-angul,Angul,1339.0,17272,12.9,18.01,7.16,77.18,2,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-balangir,Balangir,1815.0,9505,5.24,19.12,2.74,71.38,10,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-balasore,Balasore,2358.0,538,0.23,8.53,0.27,64.13,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-bargarh,Bargarh,1502.0,3441,2.29,14.13,1.62,63.56,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-bhadrak,Bhadrak,1563.0,414,0.26,11.15,0.24,58.7,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-boudh,Boudh,461.0,3893,8.44,15.14,5.58,79.84,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-cuttack,Cuttack,2790.0,639,0.23,10.48,0.22,59.78,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-deogarh,Deogarh,330.0,3694,11.19,20.43,5.48,78.4,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-dhenkanal,Dhenkanal,1263.0,1501,1.19,15.72,0.76,63.42,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-gajapati,Gajapati,636.0,12062,18.97,20.75,9.14,90.49,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-ganjam,Ganjam,3726.0,11856,3.18,11.45,2.78,80.71,1,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-jagatsinghpur,Jagatsinghpur,1191.0,156,0.13,12.59,0.1,55.77,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
2016,OD-DIST-jajpur,Jajpur,1936.0,796,0.41,12.09,0.34,75.75,0,https://ncvbdc.mohfw.gov.in/Doc/Malaria-Annual-Report-2016.pdf,f693c19f224f681faafd839a731b0a616aee97dee6dbf563e12bb8c1d9900e91,official_annual_malaria_report
